      0		idle		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		
      1		idle		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		
      2		reset		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		
  20932		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20933		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20934		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20935		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20936		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20937		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20938		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20939		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20940		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20941		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20942		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20943		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20944		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20945		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20946		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20947		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20948		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20949		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20950		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20951		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20952		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20953		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20954		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20955		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20956		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20957		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20958		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20959		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20960		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20961		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20962		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20963		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20964		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20965		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20966		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20967		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20968		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20969		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20970		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20971		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20972		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20973		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20974		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20975		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20976		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20977		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20978		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20979		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20980		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20981		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20982		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20983		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20984		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20985		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20986		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20987		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20988		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20989		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20990		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20991		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20992		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20993		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20994		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20995		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20996		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20997		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20998		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  20999		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21000		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21001		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21002		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21003		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21004		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21005		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21006		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21007		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21008		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21009		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21010		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21011		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21012		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21013		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21014		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21015		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21016		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21017		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21018		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21019		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21020		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21021		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21022		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21023		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21024		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21025		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21026		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21027		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21028		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21029		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21030		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21031		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21032		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21033		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21034		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21035		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21036		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21037		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21038		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21039		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21040		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21041		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21042		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21043		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21044		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21045		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21046		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21047		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21048		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21049		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21050		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21051		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21052		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21053		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21054		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21055		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21056		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21057		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21058		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21059		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21060		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21061		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21062		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21063		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21064		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21065		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21066		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21067		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21068		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21069		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21070		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21071		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21072		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21073		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21074		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21075		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21076		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21077		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21078		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21079		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21080		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21081		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21082		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21083		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21084		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21085		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21086		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21087		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21088		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21089		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21090		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21091		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21092		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21093		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21094		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21095		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21096		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21097		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21098		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21099		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21100		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21101		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21102		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21103		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21104		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21105		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21106		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21107		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21108		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21109		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21110		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21111		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21112		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21113		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21114		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21115		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21116		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21117		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21118		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21119		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21120		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21121		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21122		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21123		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21124		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21125		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21126		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21127		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21128		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21129		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21130		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21131		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21132		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21133		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21134		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21135		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21136		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21137		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21138		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21139		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21140		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21141		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21142		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21143		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21144		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21145		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21146		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21147		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21148		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21149		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21150		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21151		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21152		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21153		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21154		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21155		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21156		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21157		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21158		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21159		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21160		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  21161		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
